Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
USM,United States Cellular Corporation,44.48,$3.77B,1988,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/usm
UZA,United States Cellular Corporation,25.31,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/uza
UZB,United States Cellular Corporation,26.089,n/a,2014,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/uzb
UZC,United States Cellular Corporation,26.01,n/a,2015,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/uzc
X,United States Steel Corporation,32.7,$5.64B,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/x
UTX,United Technologies Corporation,110.22,$90.76B,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/utx
UNH,UnitedHealth Group Incorporated,161.8,$154B,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/unh
UTL,UNITIL Corporation,45.63,$641.58M,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/utl
UNVR,Univar Inc.,28.77,$3.99B,2015,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/unvr
UAM,Universal American Corp.,9.93,$616.36M,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/uam
UVV,Universal Corporation,66.7,$1.69B,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/uvv
UHT,Universal Health Realty Income Trust,64.79,$881.02M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/uht
UHS,"Universal Health Services, Inc.",112.67,$10.92B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/uhs
UVE,UNIVERSAL INSURANCE HOLDINGS INC,27.65,$968.81M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/uve
UTI,Universal Technical Institute Inc,3.37,$82.98M,2003,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/uti
UNM,Unum Group,44.79,$10.4B,n/a,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/unm
UE,Urban Edge Properties,27.75,$2.77B,2015,Finance,Real Estate,http://www.nasdaq.com/symbol/ue
UBA,Urstadt Biddle Properties Inc.,23.39,$915.46M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/uba
UBP,Urstadt Biddle Properties Inc.,18.25,$714.29M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ubp
UBP^F,Urstadt Biddle Properties Inc.,25.86,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ubp^f
UBP^G,Urstadt Biddle Properties Inc.,26.16,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ubp^g
USFD,US Foods Holding Corp.,26.5,$5.85B,2016,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/usfd
USAC,"USA Compression Partners, LP",19,$1.32B,2013,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/usac
USNA,"USANA Health Sciences, Inc.",61.7,$376.17M,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/usna
USDP,USD Partners LP,15.25,$346.1M,2014,Transportation,Railroads,http://www.nasdaq.com/symbol/usdp
USG,USG Corporation,29.38,$4.29B,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/usg
BIF,"USLIFE Income Fund, Inc.",9.04,$959.12M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bif
VFC,V.F. Corporation,51.33,$21.24B,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/vfc
EGY,Vaalco Energy Inc,1.15,$67.43M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/egy
MTN,"Vail Resorts, Inc.",165.04,$6.59B,1997,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/mtn
VALE,VALE S.A.,9.58,$49.37B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/vale
VALE.P,VALE S.A.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vale.p
VRX,"Valeant Pharmaceuticals International, Inc.",15.33,$5.23B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vrx
VLO,Valero Energy Corporation,66.39,$30.05B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/vlo
VLP,Valero Energy Partners LP,46.64,$3.14B,2013,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/vlp
VHI,"Valhi, Inc.",3.72,$1.26B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/vhi
VR,"Validus Holdings, Ltd.",56.62,$4.49B,2007,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/vr
VR^A,"Validus Holdings, Ltd.",24.25,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vr^a
VLY,Valley National Bancorp,11.64,$3.07B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/vly
VLY.WS,Valley National Bancorp,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vly.ws
VLY^A,Valley National Bancorp,27.75,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/vly^a
VMI,"Valmont Industries, Inc.",140.4,$3.16B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/vmi
VAL,Valspar Corporation (The),107.5,$8.54B,n/a,Basic Industries,Paints/Coatings,http://www.nasdaq.com/symbol/val
VVV,Valvoline Inc.,22.36,$4.57B,2016,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/vvv
VNTV,"Vantiv, Inc.",62.6,$12.28B,2012,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/vntv
VAR,"Varian Medical Systems, Inc.",90.68,$8.47B,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/var
VGR,Vector Group Ltd.,22.31,$2.85B,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/vgr
VVC,Vectren Corporation,54.46,$4.51B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/vvc
VEC,"Vectrus, Inc.",24.65,$265.6M,2014,Consumer Services,Diversified Commercial Services,http://www.nasdaq.com/symbol/vec
VEDL,Vedanta  Limited,13.98,$10.36B,2013,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/vedl
VEEV,Veeva Systems Inc.,44.51,$6.11B,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/veev
VTRB,"Ventas Realty, Limited Partnership // Ventas Capital Corporati",24.86,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/vtrb
VTR,"Ventas, Inc.",61.6,$21.81B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/vtr
VER,VEREIT Inc.,8.67,$8.45B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ver
VER^F,VEREIT Inc.,25.32,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ver^f
PAY,"Verifone Systems, Inc.",18.34,$2.04B,2005,Miscellaneous,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/pay
VRTV,Veritiv Corporation,58.2,$931.27M,2014,Consumer Services,Paper,http://www.nasdaq.com/symbol/vrtv
VZ,Verizon Communications Inc.,52.55,$214.23B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/vz
VZA,Verizon Communications Inc.,26.8,n/a,2014,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/vza
VET,Vermilion Energy Inc.,42.69,$5.04B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/vet
VRS,Verso Corporation,7.05,$242.45M,2016,Basic Industries,Paper,http://www.nasdaq.com/symbol/vrs
VSM,"Versum Materials, Inc.",27.32,$2.97B,2016,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/vsm
VVI,Viad Corp,45.4,$921.98M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/vvi
VCO,Vina Concha Y Toro,34.73,$1.3B,1994,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/vco
VNCE,Vince Holding Corp.,3.1,$153.21M,2013,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/vnce
VIPS,Vipshop Holdings Limited,11.05,$6.52B,2012,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/vips
ZTR,Virtus Global Dividend & Income Fund Inc.,11.23,$288.36M,1988,n/a,n/a,http://www.nasdaq.com/symbol/ztr
VGI,Virtus Global Multi-Sector Income Fund,15.74,$177.16M,2012,n/a,n/a,http://www.nasdaq.com/symbol/vgi
DCA,Virtus Total Return Fund,4.48,$123.05M,2005,n/a,n/a,http://www.nasdaq.com/symbol/dca
V,Visa Inc.,81.17,$165.75B,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/v
VSH,"Vishay Intertechnology, Inc.",16.8,$2.45B,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/vsh
VPG,"Vishay Precision Group, Inc.",17.95,$236.8M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/vpg
VSTO,Vista Outdoor Inc.,28.7,$1.69B,2015,Capital Goods,Ordnance And Accessories,http://www.nasdaq.com/symbol/vsto
VC,Visteon Corporation,87.69,$2.98B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/vc
VSI,"Vitamin Shoppe, Inc",23,$547.78M,2009,Consumer Non-Durables,Food Chains,http://www.nasdaq.com/symbol/vsi
VSLR,"Vivint Solar, Inc.",3.05,$335.87M,2014,Capital Goods,Building Products,http://www.nasdaq.com/symbol/vslr
VMW,"Vmware, Inc.",82.01,$33.75B,2007,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/vmw
VOC,VOC Energy Trust,3.73,$63.41M,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/voc
VCRA,"Vocera Communications, Inc.",19.43,$531.48M,2012,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/vcra
VG,Vonage Holdings Corp.,7.83,$1.71B,2006,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/vg
VNO,Vornado Realty Trust,104.29,$19.71B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/vno
VNO^G,Vornado Realty Trust,25.4652,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vno^g
VNO^I,Vornado Realty Trust,25.54,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vno^i
VNO^K,Vornado Realty Trust,24.7741,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vno^k
VNO^L,Vornado Realty Trust,23.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vno^l
VJET,voxeljet AG,3.47,$64.54M,2013,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/vjet
IAE,Voya Asia Pacific High Dividend Equity Income Fund,9.17,$114.13M,2007,n/a,n/a,http://www.nasdaq.com/symbol/iae
IHD,Voya Emerging Markets High Income Dividend Equity Fund,7.88,$153.97M,2011,n/a,n/a,http://www.nasdaq.com/symbol/ihd
VOYA,"Voya Financial, Inc.",40.54,$7.89B,2013,Finance,Life Insurance,http://www.nasdaq.com/symbol/voya
IGA,Voya Global Advantage and Premium Opportunity Fund,9.97,$182.99M,2005,n/a,n/a,http://www.nasdaq.com/symbol/iga
IGD,Voya Global Equity Dividend and Premium Opportunity Fund,6.94,$676.99M,2005,n/a,n/a,http://www.nasdaq.com/symbol/igd
IDE,"Voya Infrastructure, Industrials and Materials Fund",13.35,$258.61M,2010,n/a,n/a,http://www.nasdaq.com/symbol/ide
IID,Voya International High Dividend Equity Income Fund,6.73,$56.57M,2007,n/a,n/a,http://www.nasdaq.com/symbol/iid
IRR,Voya Natural Resources Equity Income Fund,6.52,$148.43M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/irr
PPR,Voya Prime Rate Trust,5.57,$823.18M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ppr
VTTI,VTTI Energy Partners LP,16.9,$680.23M,2014,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/vtti
VMC,Vulcan Materials Company,124.4,$16.46B,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/vmc
WTI,"W&T Offshore, Inc.",3.23,$442.78M,2005,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/wti
WPC,W.P. Carey Inc.,60.88,$6.47B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/wpc
WRB,W.R. Berkley Corporation,67.12,$8.15B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/wrb
WRB^B,W.R. Berkley Corporation,24.05,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wrb^b
WRB^C,W.R. Berkley Corporation,24.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wrb^c
WRB^D,W.R. Berkley Corporation,24.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wrb^d
GRA,W.R. Grace & Co.,70.06,$4.91B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/gra
GWW,"W.W. Grainger, Inc.",237.02,$14.12B,n/a,Consumer Services,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/gww
WNC,Wabash National Corporation,17.22,$1.07B,1991,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/wnc
WBC,Wabco Holdings Inc.,105.69,$5.82B,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/wbc
WDR,"Waddell & Reed Financial, Inc.",18.88,$1.56B,1998,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/wdr
WAGE,"WageWorks, Inc.",72.7,$2.66B,2012,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/wage
WD,"Walker & Dunlop, Inc.",31.09,$957.7M,2010,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/wd
WMT,"Wal-Mart Stores, Inc.",67.13,$206.3B,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/wmt
DIS,Walt Disney Company (The),108.06,$171.97B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/dis
WAC,Walter Investment Management Corp.,3.85,$139.84M,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/wac
WPG,Washington Prime Group Inc.,10.06,$1.87B,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/wpg
WPG^H,Washington Prime Group Inc.,25.48,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wpg^h
WPG^I,Washington Prime Group Inc.,25.55,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wpg^i
WRE,Washington Real Estate Investment Trust,31.98,$2.39B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wre
WCN,"Waste Connections, Inc.",80.47,$14.12B,n/a,Public Utilities,Environmental Services,http://www.nasdaq.com/symbol/wcn
WM,"Waste Management, Inc.",69.79,$30.85B,n/a,Public Utilities,Environmental Services,http://www.nasdaq.com/symbol/wm
WAT,Waters Corporation,141.32,$11.39B,1995,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/wat
WSO,"Watsco, Inc.",150.45,$5.35B,n/a,Consumer Durables,Industrial Machinery/Components,http://www.nasdaq.com/symbol/wso
WSO.B,"Watsco, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wso.b
WTS,"Watts Water Technologies, Inc.",64.95,$2.22B,1986,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/wts
W,Wayfair Inc.,39.67,$3.39B,2014,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/w
WCIC,"WCI Communities, Inc.",23.45,$617.6M,2013,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/wcic
WFT,Weatherford International plc,5.26,$5.16B,n/a,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/wft
WBS,Webster Financial Corporation,53.93,$4.95B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wbs
WBS^E,Webster Financial Corporation,25.43,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wbs^e
WEC,"WEC Energy Group, Inc.",58.74,$18.54B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/wec
WTW,Weight Watchers International Inc,12.23,$781.2M,2001,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/wtw
WRI,Weingarten Realty Investors,35.94,$4.6B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/wri
WMK,"Weis Markets, Inc.",66.69,$1.79B,n/a,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/wmk
WCG,"WellCare Health Plans, Inc.",145.78,$6.46B,2004,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/wcg
WFC,Wells Fargo & Company,55.31,$277.78B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wfc
WFC.WS,Wells Fargo & Company,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wfc.ws
WFC^J,Wells Fargo & Company,26.49,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wfc^j
WFC^L,Wells Fargo & Company,1205.12,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wfc^l
WFC^N,Wells Fargo & Company,23.94,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wfc^n
WFC^O,Wells Fargo & Company,23.91,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wfc^o
WFC^P,Wells Fargo & Company,23.79,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wfc^p
WFC^Q,Wells Fargo & Company,25.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wfc^q
WFC^R,Wells Fargo & Company,28.36,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wfc^r
WFC^T,Wells Fargo & Company,25.63,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wfc^t
WFC^V,Wells Fargo & Company,25.61,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wfc^v
WFC^W,Wells Fargo & Company,24.79,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wfc^w
WFC^X,Wells Fargo & Company,23.95,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wfc^x
WFE^A,Wells Fargo & Company,25.85,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wfe^a
EOD,Wells Fargo Global Dividend Opportunity Fund,5.64,$258.95M,2007,n/a,n/a,http://www.nasdaq.com/symbol/eod
HCN,Welltower Inc.,66.66,$24.17B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hcn
HCN^I,Welltower Inc.,60.06,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hcn^i
HCN^J,Welltower Inc.,25.25,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hcn^j
WAIR,"Wesco Aircraft Holdings, Inc.",15.3,$1.52B,2011,Capital Goods,Wholesale Distributors,http://www.nasdaq.com/symbol/wair
WCC,"WESCO International, Inc.",69.9,$3.39B,1999,Consumer Non-Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/wcc
WST,"West Pharmaceutical Services, Inc.",85.87,$6.28B,n/a,Basic Industries,Specialty Chemicals,http://www.nasdaq.com/symbol/wst
WR,"Westar Energy, Inc.",55.01,$7.8B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/wr
WAL,Western Alliance Bancorporation,49.26,$5.18B,2005,Finance,Major Banks,http://www.nasdaq.com/symbol/wal
WALA,Western Alliance Bancorporation,24.52,n/a,2016,Finance,Major Banks,http://www.nasdaq.com/symbol/wala
WEA,Western Asset Bond Fund,13.171,$156.73M,2002,n/a,n/a,http://www.nasdaq.com/symbol/wea
TLI,Western Asset Corporate Loan Fund Inc,11.61,$115.36M,1998,n/a,n/a,http://www.nasdaq.com/symbol/tli
EMD,Western Asset Emerging Markets Debt Fund Inc,15.12,$465.61M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emd
GDO,Western Asset Global Corporate Defined Opportunity Fund Inc.,17.14,$256.08M,2009,n/a,n/a,http://www.nasdaq.com/symbol/gdo
EHI,Western Asset Global High Income Fund Inc,9.97,$451.07M,2003,n/a,n/a,http://www.nasdaq.com/symbol/ehi
HIX,Western Asset High Income Fund II Inc.,7.19,$619.81M,1998,n/a,n/a,http://www.nasdaq.com/symbol/hix
HIO,"Western Asset High Income Opportunity Fund, Inc.",5.1,$659.08M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hio
HYI,Western Asset High Yield Defined Opportunity Fund Inc.,15.25,$347.45M,2010,n/a,n/a,http://www.nasdaq.com/symbol/hyi
IGI,Western Asset Investment Grade Defined Opportunity Trust Inc.,20.72,$223.66M,2009,n/a,n/a,http://www.nasdaq.com/symbol/igi
MMU,"Western Asset Managed Municipals Fund, Inc.",13.9,$597.3M,1992,n/a,n/a,http://www.nasdaq.com/symbol/mmu
WMC,Western Asset Mortgage Capital Corporation,10.19,$427.16M,2012,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/wmc
DMO,Western Asset Mortgage Defined Opportunity Fund Inc,22.59,$235.7M,2010,n/a,n/a,http://www.nasdaq.com/symbol/dmo
MTT,Western Asset Municipal Defined Opportunity Trust Inc,22.13,$268.26M,2009,n/a,n/a,http://www.nasdaq.com/symbol/mtt
MHF,"Western Asset Municipal High Income Fund, Inc.",7.29,$157.7M,1988,n/a,n/a,http://www.nasdaq.com/symbol/mhf
MNP,"Western Asset Municipal Partners Fund, Inc.",15.04,$146.17M,1993,n/a,n/a,http://www.nasdaq.com/symbol/mnp
GFY,Western Asset Variable Rate Strategic Fund Inc.,16.01,$74.74M,2004,n/a,n/a,http://www.nasdaq.com/symbol/gfy
WIW,Western Asset/Claymore U.S Treasury Inflation Prot Secs Fd 2,11.13,$680.98M,2004,n/a,n/a,http://www.nasdaq.com/symbol/wiw
WIA,Western Asset/Claymore U.S. Treasury Inflation Prot Secs Fd,11.28,$328.84M,2003,n/a,n/a,http://www.nasdaq.com/symbol/wia
WGP,"Western Gas Equity Partners, LP",43.86,$9.6B,2012,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/wgp
WES,"Western Gas Partners, LP",59.63,$8.52B,2008,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/wes
WNRL,"Western Refining Logistics, LP",21.8,$1.33B,2013,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/wnrl
WNR,"Western Refining, Inc.",34.35,$3.72B,2006,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/wnr
WU,Western Union Company (The),22.17,$10.75B,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/wu
WAB,Westinghouse Air Brake Technologies Corporation,85.92,$8.19B,n/a,Capital Goods,Railroads,http://www.nasdaq.com/symbol/wab
WLK,Westlake Chemical Corporation,60.24,$7.77B,2004,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/wlk
WLKP,Westlake Chemical Partners LP,21.1,$570.96M,2014,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/wlkp
WMLP,"Westmoreland Resource Partners, LP",5.5656,$6.8M,2015,Energy,Coal Mining,http://www.nasdaq.com/symbol/wmlp
WBK,Westpac Banking Corporation,24.9,$83.17B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/wbk
WRK,Westrock Company,52.35,$13.11B,2015,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/wrk
WHG,Westwood Holdings Group Inc,59.09,$519.98M,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/whg
WEX,WEX Inc.,115.32,$4.93B,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/wex
WY,Weyerhaeuser Company,30.64,$22.92B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/wy
WGL,WGL Holdings Inc,79.4,$4.07B,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/wgl
WHR,Whirlpool Corporation,184.77,$13.88B,n/a,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/whr
WTM,"White Mountains Insurance Group, Ltd.",844.24,$3.85B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/wtm
WSR,Whitestone REIT,13.84,$404.86M,2010,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/wsr
